,date,cowshed,avg_actual,avg_milk,THI,calving_days,calving_indices
15,2017-3-5,B4-7N,,,9.236,13.0,3.0
31,2017-3-6,B4-7N,,,9.478,14.0,3.0
47,2017-3-7,B4-7N,,,9.4054,15.0,3.0
63,2017-3-8,B4-7N,,,9.4054,16.0,2.0
79,2017-3-9,B4-7N,,,10.244,17.0,2.0
95,2017-3-10,B4-7N,,,10.2011,17.5,2.0
111,2017-3-11,B4-7N,,,10.387,18.5,2.0
127,2017-3-12,B4-7N,,,10.4299,19.0,2.5
143,2017-3-13,B4-7N,,,10.387,20.0,2.5
159,2017-3-14,B4-7N,,,10.101,21.0,2.0
175,2017-3-15,B4-7N,,,11.1948,22.0,2.0
191,2017-3-16,B4-7N,,,11.252,23.0,2.0
207,2017-3-17,B4-7N,,,11.2652,23.0,3.0
223,2017-3-18,B4-7N,,,11.296,24.0,3.0
239,2017-3-19,B4-7N,,,11.2388,22.5,3.0
255,2017-3-20,B4-7N,,,12.2435,23.0,3.0
271,2017-3-21,B4-7N,,,12.2765,24.0,3.0
287,2017-3-22,B4-7N,,,12.315,25.0,3.0
303,2017-3-23,B4-7N,,,12.2765,23.5,3.0
319,2017-3-24,B4-7N,,,13.3758,24.5,3.0
335,2017-3-25,B4-7N,,,13.3142,25.5,3.0
351,2017-3-26,B4-7N,,,13.0678,24.0,3.0
367,2017-3-27,B4-7N,,,13.1602,25.0,3.0
383,2017-3-28,B4-7N,,,14.023,26.0,3.0
399,2017-3-29,B4-7N,,,14.276,27.0,3.0
415,2017-3-30,B4-7N,,,13.9471,27.5,3.0
431,2017-3-31,B4-7N,,,13.9471,28.5,3.0
447,2017-4-1,B4-7N,,,14.932,29.5,3.0
463,2017-4-2,B4-7N,,,15.636,30.0,3.0
479,2017-4-3,B4-7N,,,15.1784,31.0,3.0
495,2017-4-4,B4-7N,,,16.1567,32.0,3.0
511,2017-4-5,B4-7N,36.8421052632,38.2,15.7057,33.0,3.0
527,2017-4-6,B4-7N,40.0,34.3,16.1567,34.0,3.0
543,2017-4-7,B4-7N,34.7368421053,37.3,15.841,35.0,3.0
559,2017-4-8,B4-7N,36.8932038835,36.1,16.75,35.0,3.0
575,2017-4-9,B4-7N,35.5140186916,37.9,17.3,36.0,3.0
591,2017-4-10,B4-7N,34.0909090909,37.4,17.685,36.0,3.0
607,2017-4-11,B4-7N,36.8181818182,38.1,16.915,37.0,3.0
623,2017-4-12,B4-7N,38.7387387387,38.0,18.308,38.0,3.0
639,2017-4-13,B4-7N,38.3928571429,37.9,18.5027,39.0,3.0
655,2017-4-14,B4-7N,38.3928571429,38.8,17.659,40.0,3.0
671,2017-4-15,B4-7N,39.6428571429,39.1,18.1133,41.0,3.0
687,2017-4-16,B4-7N,40.1785714286,39.1,18.3436,41.0,3.0
703,2017-4-17,B4-7N,38.9830508475,38.9,18.7924,42.0,3.0
719,2017-4-18,B4-7N,38.0165289256,39.4,19.316,42.0,3.0
735,2017-4-19,B4-7N,37.6,39.1,19.0916,44.0,3.0
751,2017-4-20,B4-7N,37.3015873016,39.5,19.316,44.0,3.0
767,2017-4-21,B4-7N,35.2941176471,38.7,21.171,45.0,3.0
783,2017-4-22,B4-7N,36.8421052632,39.5,20.9169,44.0,3.0
799,2017-4-23,B4-7N,36.9230769231,38.9,19.2229,45.5,3.0
815,2017-4-24,B4-7N,40.4580152672,28.6,19.7311,44.0,3.0
831,2017-4-25,B4-7N,38.1679389313,38.7,19.2229,44.0,3.0
847,2017-4-26,B4-7N,36.8421052632,38.2,19.7311,44.5,3.0
863,2017-4-27,B4-7N,35.8208955224,38.2,20.386,45.5,3.0
879,2017-4-28,B4-7N,35.9712230216,38.0,20.6698,46.5,3.0
895,2017-4-29,B4-7N,36.170212766,38.3,21.6158,46.0,3.0
911,2017-4-30,B4-7N,37.4100719424,38.8,21.6158,47.0,3.0
927,2017-5-1,B4-7N,36.4285714286,38.7,21.0482,48.0,3.0
943,2017-5-2,B4-7N,38.6524822695,38.3,21.332,49.0,2.0
959,2017-5-3,B4-7N,39.7163120567,39.0,21.332,50.0,2.0
975,2017-5-4,B4-7N,44.6808510638,39.2,23.0715,50.0,2.5
991,2017-5-5,B4-7N,38.9655172414,40.1,23.0715,52.0,2.0
1007,2017-5-6,B4-7N,41.1034482759,39.9,23.385,53.0,2.0
1023,2017-5-7,B4-7N,40.6944444444,39.8,23.0715,54.0,2.0
